participant_id	session	run	corr_mean	qc
PT030_OpenNeuro_ds002837_sub-80.nii.gz	V1	1	1.5323077	1
sub-434130511611.nii.gz	V1	1	1.5324159	1
sub-OAS30808_ses-d0498_run-01.nii.gz	V1	1	1.5324506	1
sub-505669140091.nii.gz	V1	1	1.532451	1
PT030_OpenNeuro_ds004725_sub-73.nii.gz	V1	1	1.5325354	1
AOMIC-PIOP1_sub-0115_T1w.nii.gz	V1	1	1.532549	1
PT030_OpenNeuro_ds003745_sub-22.nii.gz	V1	1	1.5325727	1
PT030_OpenNeuro_ds005783_sub-16.nii.gz	V1	1	1.5326054	1
037_S_4308_I894404.nii.gz	V1	1	1.5326332	1
067_S_6957_I1469940.nii.gz	V1	1	1.5326375	1
sub-498933429251.nii.gz	V1	1	1.5326606	1
sub-604_ses-wave2.nii.gz	V1	1	1.5327227	1
PT030_OpenNeuro_ds000208_sub-18.nii.gz	V1	1	1.5327885	1
PT030_OpenNeuro_ds003416_sub-11.nii.gz	V1	1	1.5327936	1
sub-OAS30176_ses-d0000.nii.gz	V1	1	1.5328902	1
PT030_OpenNeuro_ds004873_sub-06.nii.gz	V1	1	1.5328952	1
sub-OAS31308_sess-d0093.nii.gz	V1	1	1.5329207	1
sub-OAS30560_ses-d0117_run-02.nii.gz	V1	1	1.5329497	1
sub-700850861541.nii.gz	V1	1	1.5329849	1
sub-OAS30139_ses-d1702.nii.gz	V1	1	1.5330622	1
sub-543866398227.nii.gz	V1	1	1.5330673	1
sub-OAS30109_ses-d0270.nii.gz	V1	1	1.5330694	1
sub-OAS30973_sess-d1318.nii.gz	V1	1	1.5330932	1
130_S_6027_I1254168.nii.gz	V1	1	1.533254	1
sub-606619069147.nii.gz	V1	1	1.5334116	1
sub-415792694831.nii.gz	V1	1	1.5334201	1
sub-ON85010.nii.gz	V1	1	1.5334592	1
AOMIC-PIOP2_sub-0051_T1w.nii.gz	V1	1	1.5334642	1
PT030_OpenNeuro_ds006040_sub-08.nii.gz	V1	1	1.5334687	1
PT030_OpenNeuro_ds003568_sub-31.nii.gz	V1	1	1.5334785	1
sub-OAS31022_ses-d0089.nii.gz	V1	1	1.533528	1
PT030_OpenNeuro_ds005454_sub-03.nii.gz	V1	1	1.5335488	1
sub-604403915211.nii.gz	V1	1	1.5335829	1
sub-OAS31164_ses-d0069_run-01.nii.gz	V1	1	1.5336043	1
sub-OAS30449_ses-d0000_run-01.nii.gz	V1	1	1.5336256	1
sub-750507848849.nii.gz	V1	1	1.5336261	1
007_S_6521_I1029013.nii.gz	V1	1	1.5336814	1
023_S_6547_I1032282.nii.gz	V1	1	1.5337216	1
067_S_6443_I1480362.nii.gz	V1	1	1.5337615	1
PT030_OpenNeuro_ds005752_sub-003.nii.gz	V1	1	1.5337667	1
sub-OAS30536_ses-d2552_run-02.nii.gz	V1	1	1.5337893	1
sub-OAS31020_ses-d0083.nii.gz	V1	1	1.5337989	1
sub-OAS31155_ses-d7635_run-02.nii.gz	V1	1	1.5338361	1
PT030_OpenNeuro_ds005752_sub-180.nii.gz	V1	1	1.5338413	1
sub-OAS31041_ses-d0528.nii.gz	V1	1	1.5338451	1
sub-2133_ses-wave2.nii.gz	V1	1	1.5338675	1
135_S_6509_I1328524.nii.gz	V1	1	1.5339023	1
sub-OAS30788_ses-d0201_run-01.nii.gz	V1	1	1.5339152	1
sub-OAS30939_ses-d1968.nii.gz	V1	1	1.5340092	1
sub-OAS30942_ses-d0111_run-01.nii.gz	V1	1	1.5340149	1
sub-450248382846.nii.gz	V1	1	1.534022	1
sub-ON95422.nii.gz	V1	1	1.5340327	1
sub-OAS30449_ses-d0000_run-02.nii.gz	V1	1	1.5341138	1
sub-491243327713.nii.gz	V1	1	1.5341322	1
sub-OAS30768_ses-d0024_run-02.nii.gz	V1	1	1.5341523	1
sub-OAS30778_ses-d0510_run-02.nii.gz	V1	1	1.5341797	1
sub-OAS30754_sess-d0019_run-01.nii.gz	V1	1	1.5342153	1
sub-OAS30532_ses-d0047_run-01.nii.gz	V1	1	1.5343608	1
AOMIC-PIOP1_sub-0064_T1w.nii.gz	V1	1	1.534394	1
PT030_OpenNeuro_ds005050_sub-13.nii.gz	V1	1	1.5344187	1
PT030_OpenNeuro_ds003095_sub-26.nii.gz	V1	1	1.5344882	1
sub-675854313594.nii.gz	V1	1	1.5344929	1
sub-ON39099.nii.gz	V1	1	1.5345005	1
sub-352362867687.nii.gz	V1	1	1.5345545	1
037_S_6046_I874809.nii.gz	V1	1	1.5345931	1
PT030_OpenNeuro_ds005752_sub-061.nii.gz	V1	1	1.5346788	1
sub-OAS30349_ses-d0699_run-01.nii.gz	V1	1	1.5347204	1
sub-OAS30142_ses-d1279.nii.gz	V1	1	1.5347446	1
035_S_6722_I1440538.nii.gz	V1	1	1.5347543	1
sub-OAS30727_ses-d0126_run-02.nii.gz	V1	1	1.5348059	1
PT008_AdolescentBrainDevelopment_sub-03.nii.gz	V1	1	1.5348612	1
137_S_6794_I1222159.nii.gz	V1	1	1.5349206	1
AOMIC-PIOP1_sub-0047_T1w.nii.gz	V1	1	1.5349407	1
sub-OAS31155_ses-d7635_run-01.nii.gz	V1	1	1.5349494	1
AOMIC-PIOP1_sub-0123_T1w.nii.gz	V1	1	1.5349599	1
sub-318754305154.nii.gz	V1	1	1.5349684	1
sub-OAS30258_ses-d0487_run-02.nii.gz	V1	1	1.5350684	1
sub-OAS31408_sess-d0086.nii.gz	V1	1	1.5350698	1
sub-310951661896.nii.gz	V1	1	1.5352236	1
PT030_OpenNeuro_ds004711_sub-043.nii.gz	V1	1	1.5352366	1
PT030_OpenNeuro_ds003592_sub-193.nii.gz	V1	1	1.5352739	1
PT030_OpenNeuro_ds005892_sub-39.nii.gz	V1	1	1.5352763	1
PT030_OpenNeuro_ds003381_sub-07.nii.gz	V1	1	1.5353162	1
sub-OAS30327_ses-d0281_run-02.nii.gz	V1	1	1.5353204	1
sub-OAS30361_ses-d1457_run-01.nii.gz	V1	1	1.5353329	1
sub-403960430876.nii.gz	V1	1	1.5353415	1
CP0105.nii.gz	V1	1	1.5353695	1
sub-OAS30386_ses-d0055.nii.gz	V1	1	1.5353832	1
sub-OAS30585_ses-d0065.nii.gz	V1	1	1.5353992	1
sub-924996943078.nii.gz	V1	1	1.5354782	1
PT030_OpenNeuro_ds004725_sub-86.nii.gz	V1	1	1.5354867	1
PT030_OpenNeuro_ds005405_sub-091.nii.gz	V1	1	1.5355139	1
sub-OAS30050_ses-d0110.nii.gz	V1	1	1.5355313	1
sub-3841_ses-wave1.nii.gz	V1	1	1.5355871	1
PT030_OpenNeuro_ds003696_sub-09.nii.gz	V1	1	1.5356325	1
sub-OAS30817_ses-d0236_run-02.nii.gz	V1	1	1.5356337	1
003_S_6259_I977365.nii.gz	V1	1	1.5357094	1
sub-OAS30899_ses-d0070_run-01.nii.gz	V1	1	1.5357491	1
sub-ON23776.nii.gz	V1	1	1.5358139	1
sub-525096935871.nii.gz	V1	1	1.5358512	1
sub-OAS30898_ses-d0358_run-02.nii.gz	V1	1	1.5359013	1
sub-525443507902.nii.gz	V1	1	1.5359203	1
AOMIC-PIOP1_sub-0177_T1w.nii.gz	V1	1	1.5360186	1
sub-OAS30361_ses-d1457_run-02.nii.gz	V1	1	1.5360439	1
sub-244085485212.nii.gz	V1	1	1.5360677	1
sub-640829640252.nii.gz	V1	1	1.5360932	1
032_S_0677_I1196891.nii.gz	V1	1	1.5360944	1
PT030_OpenNeuro_ds005123_sub-079.nii.gz	V1	1	1.5360961	1
sub-528_ses-wave2.nii.gz	V1	1	1.5361149	1
sub-ON23664.nii.gz	V1	1	1.5361266	1
sub-ON72082.nii.gz	V1	1	1.5361576	1
sub-OAS30193_ses-d0043_run-02.nii.gz	V1	1	1.5362034	1
116_S_4453_I1539913.nii.gz	V1	1	1.5362107	1
sub-990935060181.nii.gz	V1	1	1.5363058	1
PT030_OpenNeuro_ds005684_sub-20.nii.gz	V1	1	1.536319	1
sub-OAS30007_ses-d0061_run-02.nii.gz	V1	1	1.5363721	1
PT030_OpenNeuro_ds000228_sub-001.nii.gz	V1	1	1.536395	1
PT030_OpenNeuro_ds004631_sub-06.nii.gz	V1	1	1.5364106	1
941_S_6575_I1227239.nii.gz	V1	1	1.5364466	1
135_S_6509_I1195531.nii.gz	V1	1	1.5364802	1
sub-624394559059.nii.gz	V1	1	1.5365479	1
sub-291398706162.nii.gz	V1	1	1.5365773	1
sub-OAS30163_ses-d0091_run-02.nii.gz	V1	1	1.5366106	1
sub-382364549184.nii.gz	V1	1	1.5366315	1
AOMIC-PIOP2_sub-0047_T1w.nii.gz	V1	1	1.5366426	1
129_S_6704_I1149034.nii.gz	V1	1	1.5366602	1
PT030_OpenNeuro_ds004917_sub-37.nii.gz	V1	1	1.5367154	1
sub-221_ses-wave1.nii.gz	V1	1	1.5367236	1
sub-OAS30514_ses-d0057.nii.gz	V1	1	1.5367402	1
PT030_OpenNeuro_ds005366_sub-128.nii.gz	V1	1	1.536774	1
PT030_OpenNeuro_ds005454_sub-02.nii.gz	V1	1	1.5367856	1
PT030_OpenNeuro_ds004934_sub-17.nii.gz	V1	1	1.536809	1
sub-CC721052.nii.gz	V1	1	1.5368913	1
sub-331731903831.nii.gz	V1	1	1.5369312	1
sub-OAS30163_ses-d0091_run-01.nii.gz	V1	1	1.5369372	1
PT030_OpenNeuro_ds006105_sub-49.nii.gz	V1	1	1.5369401	1
100_S_6308_I990027.nii.gz	V1	1	1.5369656	1
PT030_OpenNeuro_ds000208_sub-04.nii.gz	V1	1	1.5369748	1
sub-946_ses-wave1.nii.gz	V1	1	1.5369933	1
sub-556527723088.nii.gz	V1	1	1.5370294	1
sub-OAS30814_ses-d0144_run-02.nii.gz	V1	1	1.5370383	1
sub-385846642581.nii.gz	V1	1	1.5371284	1
sub-135106354565.nii.gz	V1	1	1.5371624	1
sub-429907786690.nii.gz	V1	1	1.53717	1
sub-858420327833.nii.gz	V1	1	1.5371711	1
sub-441115735819.nii.gz	V1	1	1.5371736	1
sub-ON03748.nii.gz	V1	1	1.5371774	1
070_S_4856_I1579646.nii.gz	V1	1	1.5372657	1
sub-125353958428.nii.gz	V1	1	1.5372683	1
AOMIC-PIOP1_sub-0041_T1w.nii.gz	V1	1	1.5373532	1
sub-OAS30877_ses-d0362.nii.gz	V1	1	1.5373558	1
sub-651479451260.nii.gz	V1	1	1.5373981	1
PT030_OpenNeuro_ds003592_sub-201.nii.gz	V1	1	1.5375602	1
014_S_6145_I1152910.nii.gz	V1	1	1.5375733	1
PT030_OpenNeuro_ds005892_sub-38.nii.gz	V1	1	1.537647	1
PT030_OpenNeuro_ds004892_sub-28.nii.gz	V1	1	1.5377091	1
sub-2126_ses-wave1.nii.gz	V1	1	1.5377353	1
sub-2068_ses-wave1.nii.gz	V1	1	1.5377692	1
AOMIC-PIOP1_sub-0074_T1w.nii.gz	V1	1	1.5378611	1
011_S_0021_I957745.nii.gz	V1	1	1.5378851	1
014_S_4401_I1556676.nii.gz	V1	1	1.5379674	1
PT030_OpenNeuro_ds003639_sub-29.nii.gz	V1	1	1.5380056	1
sub-483551880880.nii.gz	V1	1	1.5380491	1
PT030_OpenNeuro_ds001299_sub-18.nii.gz	V1	1	1.5380565	1
PT030_OpenNeuro_ds003381_sub-12.nii.gz	V1	1	1.5380833	1
sub-OAS31028_ses-d0058.nii.gz	V1	1	1.5380974	1
sub-OAS30742_ses-d1932_run-02.nii.gz	V1	1	1.53813	1
sub-918944432928.nii.gz	V1	1	1.5381833	1
sub-989798042528.nii.gz	V1	1	1.5382553	1
sub-949217685462.nii.gz	V1	1	1.5383345	1
PT030_OpenNeuro_ds003095_sub-03.nii.gz	V1	1	1.5383368	1
PT030_OpenNeuro_ds004917_sub-49.nii.gz	V1	1	1.5383396	1
sub-346184404122.nii.gz	V1	1	1.5383583	1
sub-OAS30395_ses-d0002.nii.gz	V1	1	1.5384228	1
067_S_0059_I1272868.nii.gz	V1	1	1.5384827	1
082_S_6283_I1530342.nii.gz	V1	1	1.5384928	1
sub-862728958301.nii.gz	V1	1	1.538508	1
sub-948510062520.nii.gz	V1	1	1.5385404	1
PT030_OpenNeuro_ds004142_sub-10.nii.gz	V1	1	1.5386018	1
PT030_OpenNeuro_ds001734_sub-087.nii.gz	V1	1	1.5386277	1
sub-ON61087.nii.gz	V1	1	1.5386811	1
sub-348573416015.nii.gz	V1	1	1.5387396	1
082_S_6563_I1521237.nii.gz	V1	1	1.5387897	1
sub-OAS30073_ses-d1587_run-01.nii.gz	V1	1	1.53879	1
131_S_6519_I1032569.nii.gz	V1	1	1.5388299	1
014_S_6424_I1491023.nii.gz	V1	1	1.5388525	1
PT030_OpenNeuro_ds006105_sub-35.nii.gz	V1	1	1.5388622	1
AOMIC-PIOP1_sub-0067_T1w.nii.gz	V1	1	1.5389271	1
sub-CC621080.nii.gz	V1	1	1.53897	1
PT030_OpenNeuro_ds006012_sub-13.nii.gz	V1	1	1.5389998	1
022_S_6797_I1496150.nii.gz	V1	1	1.53905	1
PT030_OpenNeuro_ds004795_sub-095.nii.gz	V1	1	1.5390657	1
sub-OAS30916_ses-d0172.nii.gz	V1	1	1.5390905	1
sub-165494760529.nii.gz	V1	1	1.5391288	1
PT030_OpenNeuro_ds004725_sub-83.nii.gz	V1	1	1.5391928	1
sub-OAS30277_ses-d0198.nii.gz	V1	1	1.5392125	1
sub-OAS31013_ses-d0039.nii.gz	V1	1	1.5392487	1
PT030_OpenNeuro_ds005783_sub-09.nii.gz	V1	1	1.5392818	1
sub-855954103754.nii.gz	V1	1	1.5392933	1
027_S_6001_I808819.nii.gz	V1	1	1.5393238	1
PT030_OpenNeuro_ds005752_sub-026.nii.gz	V1	1	1.539452	1
AOMIC-PIOP1_sub-0072_T1w.nii.gz	V1	1	1.5394875	1
PT030_OpenNeuro_ds005752_sub-125.nii.gz	V1	1	1.5395027	1
sub-1531_ses-wave1.nii.gz	V1	1	1.5395167	1
PT030_OpenNeuro_ds004725_sub-77.nii.gz	V1	1	1.5395217	1
sub-211700292441.nii.gz	V1	1	1.5395372	1
PT030_OpenNeuro_ds003465_sub-31.nii.gz	V1	1	1.5395449	1
011_S_6465_I1041482.nii.gz	V1	1	1.53962	1
sub-557547190042.nii.gz	V1	1	1.5397283	1
141_S_6015_I851352.nii.gz	V1	1	1.5397892	1
941_S_6575_I1360295.nii.gz	V1	1	1.5397913	1
135_S_6360_I1000359.nii.gz	V1	1	1.5399017	1
sub-OAS30305_ses-d0245_run-02.nii.gz	V1	1	1.5399166	1
sub-OAS30182_ses-d0094.nii.gz	V1	1	1.539926	1
JUK_sub-103.nii.gz	V1	1	1.539936	1
sub-833762581917.nii.gz	V1	1	1.5399549	1
AOMIC-PIOP2_sub-0088_T1w.nii.gz	V1	1	1.539986	1
sub-OAS30967_ses-d0098_run-02.nii.gz	V1	1	1.540007	1
sub-120533702955.nii.gz	V1	1	1.5400431	1
sub-OAS31472_sess-d0045.nii.gz	V1	1	1.5400978	1
sub-4582_ses-wave2.nii.gz	V1	1	1.5401129	1
sub-565908100162.nii.gz	V1	1	1.5401641	1
sub-49_ses-wave2.nii.gz	V1	1	1.5401789	1
AOMIC-PIOP1_sub-0158_T1w.nii.gz	V1	1	1.540182	1
CP0008.nii.gz	V1	1	1.5402285	1
PT030_OpenNeuro_ds006105_sub-05.nii.gz	V1	1	1.5402801	1
PT030_OpenNeuro_ds005405_sub-051.nii.gz	V1	1	1.5403081	1
PT030_OpenNeuro_ds001417_sub-14.nii.gz	V1	1	1.5403832	1
AOMIC-PIOP1_sub-0174_T1w.nii.gz	V1	1	1.540413	1
AOMIC-PIOP1_sub-0088_T1w.nii.gz	V1	1	1.5404358	1
sub-887424714190.nii.gz	V1	1	1.5404358	1
sub-853829288453.nii.gz	V1	1	1.5404394	1
sub-970977623265.nii.gz	V1	1	1.5404649	1
AOMIC-PIOP2_sub-0200_T1w.nii.gz	V1	1	1.5405104	1
sub-OAS30320_ses-d0136_run-02.nii.gz	V1	1	1.5405126	1
sub-814465855864.nii.gz	V1	1	1.540514	1
sub-CC710679.nii.gz	V1	1	1.5405203	1
sub-719423973532.nii.gz	V1	1	1.540544	1
AOMIC-PIOP1_sub-0155_T1w.nii.gz	V1	1	1.5405483	1
PT030_OpenNeuro_ds005884_sub-10.nii.gz	V1	1	1.5405726	1
sub-2087_ses-wave1.nii.gz	V1	1	1.5405909	1
AOMIC-PIOP1_sub-0083_T1w.nii.gz	V1	1	1.5406077	1
sub-877034835714.nii.gz	V1	1	1.5406272	1
094_S_6440_I1019224.nii.gz	V1	1	1.5406308	1
sub-980_ses-wave1.nii.gz	V1	1	1.5406383	1
sub-795710895899.nii.gz	V1	1	1.5407151	1
sub-ON49080.nii.gz	V1	1	1.540755	1
sub-232954346633.nii.gz	V1	1	1.5407681	1
sub-OAS30191_ses-d1136.nii.gz	V1	1	1.5407729	1
127_S_6330_I1346260.nii.gz	V1	1	1.540803	1
PT030_OpenNeuro_ds001226_sub-06.nii.gz	V1	1	1.5408062	1
PT036_Yale_HighRes_sub-039.nii.gz	V1	1	1.5408131	1
PT030_OpenNeuro_ds005366_sub-017.nii.gz	V1	1	1.5408415	1
PT030_OpenNeuro_ds003643_sub-085.nii.gz	V1	1	1.5408567	1
141_S_6416_I1511357.nii.gz	V1	1	1.5408568	1
PT030_OpenNeuro_ds005366_sub-041.nii.gz	V1	1	1.5408621	1
PT030_OpenNeuro_ds005237_sub-071.nii.gz	V1	1	1.5409609	1
JUK_sub-55.nii.gz	V1	1	1.5409989	1
sub-3899_ses-wave2.nii.gz	V1	1	1.5410771	1
PT030_OpenNeuro_ds003592_sub-213.nii.gz	V1	1	1.5411267	1
sub-232_ses-wave3.nii.gz	V1	1	1.5411497	1
AOMIC-PIOP2_sub-0032_T1w.nii.gz	V1	1	1.5411726	1
sub-210405402058.nii.gz	V1	1	1.5411984	1
PT030_OpenNeuro_ds001378_sub-13.nii.gz	V1	1	1.541252	1
PT030_OpenNeuro_ds005366_sub-109.nii.gz	V1	1	1.5412581	1
AOMIC-PIOP1_sub-0142_T1w.nii.gz	V1	1	1.5413077	1
PT030_OpenNeuro_ds006105_sub-18.nii.gz	V1	1	1.5413154	1
sub-OAS30823_ses-d0055_run-02.nii.gz	V1	1	1.541322	1
135_S_6359_I1180846.nii.gz	V1	1	1.5413346	1
082_S_6283_I992286.nii.gz	V1	1	1.5413493	1
PT030_OpenNeuro_ds005454_sub-04.nii.gz	V1	1	1.5413538	1
sub-ON76144.nii.gz	V1	1	1.541378	1
PT030_OpenNeuro_ds005884_sub-11.nii.gz	V1	1	1.5413852	1
007_S_4620_I1266356.nii.gz	V1	1	1.5413927	1
PT030_OpenNeuro_ds005884_sub-08.nii.gz	V1	1	1.5413952	1
116_S_6537_I1029554.nii.gz	V1	1	1.5414392	1
sub-OAS31071_ses-d0068.nii.gz	V1	1	1.5414588	1
011_S_4278_I1132797.nii.gz	V1	1	1.5414691	1
PT030_OpenNeuro_ds005752_sub-189.nii.gz	V1	1	1.541495	1
sub-376662670251.nii.gz	V1	1	1.5415136	1
sub-OAS30466_ses-d0671_run-02.nii.gz	V1	1	1.5417238	1
127_S_6173_I1559945.nii.gz	V1	1	1.5417576	1
sub-354907815533.nii.gz	V1	1	1.5417663	1
sub-OAS30294_ses-d0462_run-01.nii.gz	V1	1	1.5417713	1
PT030_OpenNeuro_ds004636_sub-047.nii.gz	V1	1	1.5418597	1
sub-ON30080.nii.gz	V1	1	1.5418868	1
PT030_OpenNeuro_ds003592_sub-008.nii.gz	V1	1	1.541935	1
sub-3328_ses-wave2.nii.gz	V1	1	1.5419668	1
116_S_6537_I1029553.nii.gz	V1	1	1.5420328	1
sub-OAS30127_ses-d0098.nii.gz	V1	1	1.5420606	1
sub-ON81734.nii.gz	V1	1	1.5420618	1
JUK_sub-104.nii.gz	V1	1	1.5421015	1
014_S_7072_I1591453.nii.gz	V1	1	1.5421149	1
068_S_0210_I939835.nii.gz	V1	1	1.5421253	1
sub-347809484806.nii.gz	V1	1	1.5421412	1
sub-832211824826.nii.gz	V1	1	1.5421432	1
sub-OAS30101_ses-d0101_run-01.nii.gz	V1	1	1.5421612	1
sub-220335571493.nii.gz	V1	1	1.5422114	1
sub-3727_ses-wave2.nii.gz	V1	1	1.5422416	1
sub-461078040898.nii.gz	V1	1	1.5422757	1
AOMIC-PIOP1_sub-0109_T1w.nii.gz	V1	1	1.5423049	1
PT030_OpenNeuro_ds003592_sub-218.nii.gz	V1	1	1.542308	1
sub-888144329032.nii.gz	V1	1	1.5424138	1
AOMIC-PIOP1_sub-0009_T1w.nii.gz	V1	1	1.5424205	1
sub-OAS30496_ses-d0065.nii.gz	V1	1	1.542423	1
sub-329567117750.nii.gz	V1	1	1.5424579	1
PT030_OpenNeuro_ds004725_sub-57.nii.gz	V1	1	1.5424854	1
021_S_6987_I1475785.nii.gz	V1	1	1.5425096	1
PT030_OpenNeuro_ds003592_sub-217.nii.gz	V1	1	1.5425994	1
sub-OAS30462_ses-d0020.nii.gz	V1	1	1.5426275	1
sub-597843888777.nii.gz	V1	1	1.5426546	1
sub-219466815546.nii.gz	V1	1	1.54267	1
AOMIC-PIOP1_sub-0119_T1w.nii.gz	V1	1	1.5427693	1
PT030_OpenNeuro_ds004934_sub-12.nii.gz	V1	1	1.5428163	1
PT030_OpenNeuro_ds004711_sub-116.nii.gz	V1	1	1.5428466	1
sub-OAS30765_ses-d0089_run-02.nii.gz	V1	1	1.542961	1
AOMIC-PIOP1_sub-0053_T1w.nii.gz	V1	1	1.5429691	1
JUK_sub-25.nii.gz	V1	1	1.5429935	1
sub-808051274484.nii.gz	V1	1	1.5429986	1
sub-1225_ses-wave2.nii.gz	V1	1	1.5430973	1
116_S_4453_I1280798.nii.gz	V1	1	1.5431007	1
137_S_6826_I1242424.nii.gz	V1	1	1.5431483	1
PT030_OpenNeuro_ds006444_sub-13.nii.gz	V1	1	1.5432498	1
PT030_OpenNeuro_ds006179_sub-17.nii.gz	V1	1	1.5432593	1
sub-OAS30296_ses-d0069.nii.gz	V1	1	1.543278	1
sub-866659229411.nii.gz	V1	1	1.5432856	1
PT030_OpenNeuro_ds003691_sub-05.nii.gz	V1	1	1.5432858	1
PT030_OpenNeuro_ds004958_sub-03.nii.gz	V1	1	1.5433277	1
sub-291966581649.nii.gz	V1	1	1.5434002	1
sub-ON85400.nii.gz	V1	1	1.5434074	1
AOMIC-PIOP1_sub-0014_T1w.nii.gz	V1	1	1.5434083	1
PT030_OpenNeuro_ds005366_sub-123.nii.gz	V1	1	1.5434245	1
PT030_OpenNeuro_ds003745_sub-10.nii.gz	V1	1	1.543426	1
sub-OAS30407_ses-d0061_run-01.nii.gz	V1	1	1.5434313	1
sub-OAS30073_ses-d1587_run-02.nii.gz	V1	1	1.5434759	1
109_S_6218_I982860.nii.gz	V1	1	1.5434787	1
041_S_6192_I959645.nii.gz	V1	1	1.543533	1
sub-675837960607.nii.gz	V1	1	1.5435747	1
PT030_OpenNeuro_ds003592_sub-203.nii.gz	V1	1	1.5436423	1
sub-614986450038.nii.gz	V1	1	1.5437187	1
127_S_6147_I1544012.nii.gz	V1	1	1.5437396	1
sub-OAS30817_ses-d0236_run-01.nii.gz	V1	1	1.5437781	1
135_S_6360_I1177292.nii.gz	V1	1	1.5438113	1
sub-ON09474.nii.gz	V1	1	1.543878	1
sub-ON96510.nii.gz	V1	1	1.54395	1
024_S_6184_I958727.nii.gz	V1	1	1.5439721	1
PT030_OpenNeuro_ds001299_sub-01.nii.gz	V1	1	1.5439914	1
sub-4582_ses-wave1.nii.gz	V1	1	1.544035	1
PT030_OpenNeuro_ds004648_sub-76.nii.gz	V1	1	1.5440354	1
sub-OAS30245_ses-d0058.nii.gz	V1	1	1.5440506	1
sub-ON85330.nii.gz	V1	1	1.5440551	1
PT030_OpenNeuro_ds004499_sub-19.nii.gz	V1	1	1.5441194	1
sub-OAS30637_ses-d0079.nii.gz	V1	1	1.544162	1
941_S_4365_I1486832.nii.gz	V1	1	1.5442075	1
sub-315096818503.nii.gz	V1	1	1.5442326	1
sub-957165906223.nii.gz	V1	1	1.5442494	1
PT030_OpenNeuro_ds002837_sub-26.nii.gz	V1	1	1.5442619	1
PT030_OpenNeuro_ds004302_sub-17.nii.gz	V1	1	1.5442728	1
sub-OAS30870_ses-d3066_run-01.nii.gz	V1	1	1.5442985	1
sub-OAS30765_ses-d0089_run-01.nii.gz	V1	1	1.5443184	1
082_S_4224_I974164.nii.gz	V1	1	1.544322	1
sub-389059678082.nii.gz	V1	1	1.5443294	1
116_S_4453_I1539914.nii.gz	V1	1	1.5443667	1
sub-724285887201.nii.gz	V1	1	1.5443695	1
035_S_6948_I1451030.nii.gz	V1	1	1.5443941	1
014_S_4401_I1556683.nii.gz	V1	1	1.544399	1
sub-ON65403.nii.gz	V1	1	1.5444064	1
CP0035.nii.gz	V1	1	1.5444251	1
sub-OAS30126_ses-d1105_run-02.nii.gz	V1	1	1.5444298	1
sub-OAS31180_sess-d0161.nii.gz	V1	1	1.5444496	1
sub-904383882447.nii.gz	V1	1	1.5444913	1
sub-593517093579.nii.gz	V1	1	1.5445162	1
sub-OAS30305_ses-d0245_run-01.nii.gz	V1	1	1.5445293	1
PT030_OpenNeuro_ds003542_sub-31.nii.gz	V1	1	1.5445958	1
sub-844369335575.nii.gz	V1	1	1.5446256	1
041_S_6192_I1286970.nii.gz	V1	1	1.5446666	1
PT030_OpenNeuro_ds005405_sub-094.nii.gz	V1	1	1.5447052	1
sub-OAS31108_ses-d3850_run-02.nii.gz	V1	1	1.5447053	1
PT030_OpenNeuro_ds006012_sub-11.nii.gz	V1	1	1.5447776	1
sub-OAS30368_ses-d0056_run-02.nii.gz	V1	1	1.5448284	1
109_S_6218_I982856.nii.gz	V1	1	1.5448878	1
sub-782541652483.nii.gz	V1	1	1.544902	1
sub-OAS30770_ses-d0255_run-02.nii.gz	V1	1	1.544927	1
PT030_OpenNeuro_ds004873_sub-60.nii.gz	V1	1	1.5449388	1
sub-ON09540.nii.gz	V1	1	1.5449529	1
PT030_OpenNeuro_ds005237_sub-040.nii.gz	V1	1	1.5450034	1
sub-OAS30363_ses-d0087_run-02.nii.gz	V1	1	1.5451034	1
sub-694127992242.nii.gz	V1	1	1.5451332	1
sub-883686860970.nii.gz	V1	1	1.5452129	1
036_S_4389_I930417.nii.gz	V1	1	1.5452181	1
sub-OAS30920_ses-d1125_run-01.nii.gz	V1	1	1.545227	1
sub-OAS30942_ses-d0111_run-02.nii.gz	V1	1	1.545278	1
014_S_6424_I1491025.nii.gz	V1	1	1.5453435	1
PT030_OpenNeuro_ds002797_sub-14.nii.gz	V1	1	1.5454655	1
sub-528_ses-wave1.nii.gz	V1	1	1.5454832	1
PT030_OpenNeuro_ds005088_sub-13.nii.gz	V1	1	1.5455317	1
sub-OAS30247_ses-d0168_run-02.nii.gz	V1	1	1.5455468	1
sub-OAS30788_ses-d0201_run-02.nii.gz	V1	1	1.5455502	1
PT030_OpenNeuro_ds003592_sub-227.nii.gz	V1	1	1.5455595	1
PT036_Yale_HighRes_sub-025.nii.gz	V1	1	1.5455714	1
sub-739189045744.nii.gz	V1	1	1.5456583	1
sub-732282391573.nii.gz	V1	1	1.5456737	1
PT030_OpenNeuro_ds005752_sub-110.nii.gz	V1	1	1.5457106	1
AOMIC-PIOP1_sub-0046_T1w.nii.gz	V1	1	1.5458142	1
sub-OAS31441_sess-d0067.nii.gz	V1	1	1.545824	1
sub-OAS30189_ses-d0072.nii.gz	V1	1	1.545843	1
sub-947217988145.nii.gz	V1	1	1.5458531	1
023_S_4164_I947480.nii.gz	V1	1	1.5458534	1
PT030_OpenNeuro_ds003453_sub-06.nii.gz	V1	1	1.5458599	1
